OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,CITY,ZIP,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape
1155,1155,7654,101801,MEDICAL CENTER CHARTER SCHOOL,101801102,MEDICAL CENTER CHARTER SCHOOL/SOUTHWEST,1920 N BAESWOOD,HOUSTON,77030, , ,HARRIS COUNTY,4,PK-7,1,0,CHARTER/REGULAR INSTRUCTIONAL,1920 N BAESWOOD,Y,1155
1156,1156,7656,101807,UNIVERSITY OF HOUSTON CHARTER SCHOOL,101807101,UNIV OF HOUSTON CHARTER SCH-TECH,UNIVERSITY OF HOUSTON,HOUSTON,77204,HOUSTON,77204,HARRIS COUNTY,4,KG-5,1,1,CHARTER/REGULAR INSTRUCTIONAL,UNIVERSITY OF HOUSTON,Y,1156
1157,1157,7657,101811,HARRIS COUNTY JUVENILE JUSTICE CHARTER SCH,101811004,HARRIS COUNTY YOUTH VILLAGE,210 J W MILLS,SEABROOK,77586,SEABROOK,77586,HARRIS COUNTY,4,5-AE,6,1,CHARTER/ALTERNATIVE INSTRUCTIO,210 J W MILLS,Y,1157
1158,1158,7658,101811,HARRIS COUNTY JUVENILE JUSTICE CHARTER SCH,101811006,KATY-HOCKLEY BOOT CAMP,9120 KATY HOCKLEY RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,12-May,5,0,CHARTER/ALTERNATIVE INSTRUCTIO,9120 KATY HOCKLEY RD,Y,1158
1159,1159,7659,101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,101812002,HOUSTON CAN ACADEMY HOBBY,9020 GULF FREEWAY,HOUSTON,77017,HOUSTON,77017,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE INSTRUCTIO,9020 GULF FREEWAY,Y,1159
1160,1160,7660,101813,KIPP INC CHARTER,101813001,KIPP ACADEMY MIDDLE SCHOOL AND HIGH SCHOOL,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77099,HARRIS COUNTY,4,11-Jun,5,0,CHARTER/REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,1160
1161,1161,7661,101814,VARNETT CHARTER SCHOOL,101814102,THE VARNETT SCHOOL - NORTHEAST,P O BOX 1457,HOUSTON,77251,HOUSTON,77028,HARRIS COUNTY,4,PK-5,1,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 1457,Y,1161
1162,1162,7662,101814,VARNETT CHARTER SCHOOL,101814103,THE VARNETT SCHOOL - EAST,P O BOX 1457,HOUSTON,77251,HOUSTON,77013,HARRIS COUNTY,4,PK-5,1,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 1457,Y,1162
1163,1163,7663,101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR,101819001,AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER S,5500 EL CAMINO DEL REY,HOUSTON,77081, , ,HARRIS COUNTY,4,PK-6,1,0,CHARTER/REGULAR INSTRUCTIONAL,5500 EL CAMINO DEL REY,Y,1163
1164,1164,7664,101828,HOUSTON GATEWAY ACADEMY INC,101828101,HOUSTON GATEWAY ACADEMY,3400 EVERGREEN DR,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,KG-8,1,0,CHARTER/ALTERNATIVE INSTRUCTIO,3400 EVERGREEN DR,Y,1164
1165,1165,7665,101838,SOUTHWEST SCHOOL,101838001,SOUTHWEST HIGH SCHOOL,"3333 BERING DR, STE 200",HOUSTON,77057,HOUSTON,77074,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE INSTRUCTIO,"3333 BERING DR, STE 200",Y,1165
1166,1166,7667,101840,TWO DIMENSIONS PREPARATORY ACADEMY,101840103,TWO DIMENSIONS/VICKERY,12121 VETERANS MEMORIAL #9,HOUSTON,77067,HOUSTON,77039,HARRIS COUNTY,4,PK-8,1,0,CHARTER/REGULAR INSTRUCTIONAL,12121 VETERANS MEMORIAL #9,Y,1166
1167,1167,7668,101845,YES PREPARATORY PUBLIC SCHOOLS,101845001,YES PREP - SOUTHEAST CAMPUS,353 CRENSHAW,HOUSTON,77034,HOUSTON,77034,HARRIS COUNTY,4,12-Jun,5,0,CHARTER/REGULAR INSTRUCTIONAL,353 CRENSHAW,Y,1167
1168,1168,7669,101845,YES PREPARATORY PUBLIC SCHOOLS,101845101,YES PREP - NORTH CENTRAL CAMPUS,13701 ALDINE-WESTFIELD RD,HOUSTON,77039,HOUSTON,77039,HARRIS COUNTY,4,6,2,0,CHARTER/REGULAR INSTRUCTIONAL,13701 ALDINE-WESTFIELD RD,Y,1168
1169,1169,7670,101849,ACCELERATED INTERMEDIATE ACADEMY,101849041,ACCELERATED INTERMEDIATE CHARTER SCHOOL,14035 S MAIN STE D,HOUSTON,77035,HOUSTON,77035,HARRIS COUNTY,4,8-Jun,2,0,CHARTER/REGULAR INSTRUCTIONAL,14035 S MAIN STE D,Y,1169
1170,1170,7671,101854,RICHARD MILBURN ACADEMY (SUBURBAN HOUSTON),101854001,RICHARD MILBURN ACADEMY - SUBURBAN HOUSTON,500 CENTURY PLAZA DR STE 140,HOUSTON,77073,HOUSTON,77073,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE INSTRUCTIO,500 CENTURY PLAZA DR STE 140,Y,1170
1171,1171,7672,101855,MEYERPARK ELEMENTARY,101855101,MEYERPARK ELEMENTARY,P O BOX 35616,HOUSTON,77235,HOUSTON,77035,HARRIS COUNTY,4,KG-5,1,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 35616,Y,1171
1172,1172,7673,101902,ALDINE ISD,101902130,ALDINE ELEMENTARY,7007 FALLBROOK DR,HOUSTON,77086,HOUSTON,77086,HARRIS COUNTY,4,KG-4,1,0,REGULAR INSTRUCTIONAL,7007 FALLBROOK DR,Y,1172
1173,1173,7674,101902,ALDINE ISD,101902155,DE SANTIAGO EC/PRE-K CENTER,1420 ALDINE MEADOWS,HOUSTON,77032,HOUSTON,77032,HARRIS COUNTY,4,EE-PK,1,0,REGULAR INSTRUCTIONAL,1420 ALDINE MEADOWS,Y,1173
1174,1174,7675,101903,ALIEF ISD,101903006,KERR H S,8150 SUGARLAND HOWELL,HOUSTON,77083,HOUSTON,77083,HARRIS COUNTY,4,12-Sep,4,1,REGULAR INSTRUCTIONAL,8150 SUGARLAND HOWELL,Y,1174
1175,1175,7676,101903,ALIEF ISD,101903145,BUDEWIG INTERMEDIATE,12570 RICHMOND,HOUSTON,77082,HOUSTON,77082,HARRIS COUNTY,4,6-May,2,0,REGULAR INSTRUCTIONAL,12570 RICHMOND,Y,1175
1176,1176,7677,101907,CYPRESS-FAIRBANKS ISD,101907139,BIRKES ELEMENTARY,8500 QUEENSTON BLVD,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,KG-5,1,0,REGULAR INSTRUCTIONAL,8500 QUEENSTON BLVD,Y,1176
1177,1177,7678,101907,CYPRESS-FAIRBANKS ISD,101907140,ROBISON ELEMENTARY,13600 SKINNER RD,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR INSTRUCTIONAL,13600 SKINNER RD,Y,1177
1178,1178,7679,101907,CYPRESS-FAIRBANKS ISD,101907141,TIPPS ELEMENTARY,5611 QUEENSTON BLVD,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,EE-5,1,0,REGULAR INSTRUCTIONAL,5611 QUEENSTON BLVD,Y,1178
1179,1179,7680,101911,GOOSE CREEK CISD,101911121,BUILDING BRIDGES,P O BOX 30,BAYTOWN,77522,BAYTOWN,77522,HARRIS COUNTY,4,EE,1,0,REGULAR INSTRUCTIONAL,P O BOX 30,Y,1179
1180,1180,7681,101912,HOUSTON ISD,101912323,CHALLENGE EARLY COLLEGE H S,5601 W LOOP S,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,12-Sep,4,0,REGULAR INSTRUCTIONAL,5601 W LOOP S,Y,1180
1181,1181,7682,101912,HOUSTON ISD,101912374,TINSLEY EL,11035 BOB WHITE,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,5-Jan,1,1,REGULAR INSTRUCTIONAL,11035 BOB WHITE,Y,1181
1182,1182,7683,101914,KATY ISD,101914048,CINCO RANCH JUNIOR HIGH,23420 CINCO RANCH BLVD,KATY,77494,KATY,77494,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,23420 CINCO RANCH BLVD,Y,1182
1183,1183,7684,101914,KATY ISD,101914049,MORTON RANCH JUNIOR HIGH,2498 N MASON RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,2498 N MASON RD,Y,1183
1184,1184,7685,101914,KATY ISD,101914122,ODESSA KILPATRICK ELEMENTARY,26100 CINCO RANCH BLVD,KATY,77494,KATY,77494,HARRIS COUNTY,4,EE-5,1,0,REGULAR INSTRUCTIONAL,26100 CINCO RANCH BLVD,Y,1184
1185,1185,7686,101914,KATY ISD,101914011,ALTERNATIVE SCHOOL OF CHOICE,1732 KATYLAND DR,KATY,77493,KATY,77493,HARRIS COUNTY,4,12-Oct,4,0,ALTERNATIVE INSTRUCTIONAL,1732 KATYLAND DR,Y,1185
1186,1186,7687,101915,KLEIN ISD,101915004,KLEIN COLLINS HIGH SCHOOL,20811 ELLA BLVD,SPRING,77388,SPRING,77388,HARRIS COUNTY,4,12-Sep,4,1,REGULAR INSTRUCTIONAL,20811 ELLA BLVD,Y,1186
1187,1187,7688,101915,KLEIN ISD,101915047,SCHINDEWOLF INTERMEDIATE SCHOOL,20903 ELLA BLVD,SPRING,77388,SPRING,77388,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,20903 ELLA BLVD,Y,1187
1188,1188,7689,101919,SPRING ISD,101919047,STELLE CLAUGHTON MIDDLE SCHOOL,3000 SPEARS RD,HOUSTON,77067,HOUSTON,77067,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,3000 SPEARS RD,Y,1188
1189,1189,7690,101924,SHELDON ISD,101924107,STEPHANIE CRAVENS EARLY CHILDHOOD,13210 TIDWELL,HOUSTON,77044,HOUSTON,77044,HARRIS COUNTY,4,EE-KG,1,1,REGULAR INSTRUCTIONAL,13210 TIDWELL,Y,1189
1190,1190,7792,170902,CONROE ISD,170902043,WASHINGTON JUNIOR HIGH,507 AVE K,CONROE,77301,CONROE,77301,MONTGOMERY COUNTY,6,8-Jul,3,1,REGULAR INSTRUCTIONAL,507 AVE K,Y,1190
1191,1191,7793,170902,CONROE ISD,170902069,DOLLY VOGEL INTERMEDIATE,27100 GEFFERT WRIGHT,SPRING,77386,SPRING,77386,MONTGOMERY COUNTY,6,6-May,2,0,REGULAR INSTRUCTIONAL,27100 GEFFERT WRIGHT,Y,1191
1192,1192,7794,170902,CONROE ISD,170902071,TOUGH ELEMENTARY,11660 CRANE BROOK DR,THE WOODLANDS,77382,THE WOODLANDS,77382,MONTGOMERY COUNTY,6,KG-6,1,1,REGULAR INSTRUCTIONAL,11660 CRANE BROOK DR,Y,1192
1193,1193,7795,170902,CONROE ISD,170902109,OAK RIDGE EL,19675 INTERSTATE 45 S,CONROE,77385,CONROE,77385,MONTGOMERY COUNTY,6,EE-4,1,0,REGULAR INSTRUCTIONAL,19675 INTERSTATE 45 S,Y,1193
1194,1194,7797,170908,NEW CANEY ISD,170908042,KEEFER CROSSING MIDDLE SCHOOL,20350 FM 1485,NEW CANEY,77357,NEW CANEY,77357,MONTGOMERY COUNTY,6,8-Jun,2,1,REGULAR INSTRUCTIONAL,20350 FM 1485,Y,1194
1195,1195,7798,170908,NEW CANEY ISD,170908103,NEW CANEY SP ED,20387 FM 1485,NEW CANEY,77357,NEW CANEY,77357,MONTGOMERY COUNTY,6,EE-12,5,0,ALTERNATIVE INSTRUCTIONAL,20387 FM 1485,Y,1195
1196,1196,7945,101837,CALVIN NELMS CHARTER SCHOOLS,101837103,CALVIN NELMS - NORTH EAST CAMPUS,20625 CLAY RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,ALTERNATIVE INSTRUCTIONAL,20625 CLAY RD,Y,1196
1197,1197,7947,101805,GIRLS & BOYS PREP ACADEMY,101805041,GIRLS & BOYS PREP ACADEMY MIDDLE,8415 W BELLFORT,HOUSTON,77071,HOUSTON,77071,HARRIS COUNTY,4,05 06 07 08,2,0,REGULAR INSTRUCTIONAL,8415 W BELLFORT,Y,1197
1198,1198,7949,101813,KIPP INC CHARTER,101813107,KIPP GULFTON LOWER SCHOOL,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77099,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,1198
1199,1199,7950,101860,KIPP SOUTHEAST HOUSTON,101860003,KIPP LIBERATION COLLEGE PREP,3150 YELLOWSTONE BLVD,HOUSTON,77054,HOUSTON,77054,HARRIS COUNTY,4,06 07 08 09 10 11 12,4,0,REGULAR INSTRUCTIONAL,3150 YELLOWSTONE BLVD,Y,1199
1200,1200,7951,101813,KIPP INC CHARTER,101813108,KIPP NORTH FOREST LOWER SCHOOL,9634 MESA RD,HOUSTON,77078,HOUSTON,77078,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,9634 MESA RD,Y,1200
1201,1201,7952,101860,KIPP SOUTHEAST HOUSTON,101860004,KIPP SPIRIT COLLEGE PREP,3730 S ACRES DR,HOUSTON,77047,HOUSTON,77047,HARRIS COUNTY,4,06 07 08 09 10 11 12,5,0,REGULAR INSTRUCTIONAL,3730 S ACRES DR,Y,1201
1202,1202,7973,20901,ALVIN ISD,20901112,LAURA INGALLS WILDER,301 E HOUSE ST,ALVIN,77511,PEARLAND,77584,BRAZORIA COUNTY,4,EE PK KG 01 02 03 04 05 06,1,0,REGULAR INSTRUCTIONAL,301 E HOUSE ST,Y,1202
1203,1203,7974,20908,PEARLAND ISD,20908007,GLENDA DAWSON H S,4717 BAILEY RD,PEARLAND,77584,PEARLAND,77581,BRAZORIA COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,4717 BAILEY RD,Y,1203
1204,1204,7975,20908,PEARLAND ISD,20908113,BARBARA COCKRELL ELEMENTARY,3500 MCHARD RD,PEARLAND,77581,PEARLAND,77581,BRAZORIA COUNTY,4,PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,3500 MCHARD RD,Y,1204
1205,1205,7976,20908,PEARLAND ISD,20908114,MAGNOLIA ELEMENTARY,5350 MAGNOLIA,PEARLAND,77584,PEARLAND,77584,BRAZORIA COUNTY,4,PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,5350 MAGNOLIA,Y,1205
1206,1206,7977,20908,PEARLAND ISD,20908115,ALEXANDER MIDDLE SCHOOL,3001 OLD ALVIN RD,PEARLAND,77581,PEARLAND,77581,BRAZORIA COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,3001 OLD ALVIN RD,Y,1206
1207,1207,8016,79907,FORT BEND ISD,79907053,DAVID CROCKETT MIDDLE SCHOOL,16431 LEXINGTON BLVD,SUGAR LAND,77479,RICHMOND,77469,FORT BEND COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1207
1208,1208,8017,79907,FORT BEND ISD,79907143,MARY AUSTIN HOLLEY ELEM,16431 LEXINGTON BLVD,SUGAR LAND,77479,HOUSTON,77083,FORT BEND COUNTY,4,EE PK KG 01 02 03 04 05 06,1,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1208
1209,1209,8018,79907,FORT BEND ISD,79907146,ROSA PARKS ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,FRESNO,77545,FORT BEND COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1209
1210,1210,8019,79907,FORT BEND ISD,79907147,CORNERSTONE ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,16431 LEXINGTON BLVD,Y,1210
1211,1211,8020,84901,DICKINSON ISD,84901108,SAN LEON EL,2655 BROADWAY ST,DICKINSON,77539,DICKINSON,77539,GALVESTON COUNTY,4,PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,2655 BROADWAY ST,Y,1211
1212,1212,8021,84910,CLEAR CREEK ISD,84910010,CLEAR HORIZONS EARLY COLLEGE H S,"13735 BEAMER RD, BOX 613",HOUSTON,77089,HOUSTON,77089,GALVESTON COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,"13735 BEAMER RD, BOX 613",Y,1212
1213,1213,8022,101833,LA AMISTAD LOVE & LEARNING ACADEMY,101833102,LA AMISTAD LOVE & LEARNING ACADEMY,8515 BROOKWULF DR,HOUSTON,77072,HOUSTON,77072,HARRIS COUNTY,4,PK KG 01 02 03,1,0,REGULAR INSTRUCTIONAL,8515 BROOKWULF DR,Y,1213
1214,1214,8023,101845,YES PREPARATORY PUBLIC SCHOOLS,101845004,YES PREP - LEE,6529 BEVERLYHILL ST,HOUSTON,77057,HOUSTON,77057,HARRIS COUNTY,4,06 07 08 09 10 11 12,5,0,REGULAR INSTRUCTIONAL,6529 BEVERLYHILL ST,Y,1214
1215,1215,8024,101902,ALDINE ISD,101902070,MARCELLA INTER, 16250 COTILLION DR,HOUSTON,77060,HOUSTON,77060,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL, 16250 COTILLION DR,Y,1215
1216,1216,8025,101903,ALIEF ISD,101903124,HOLMQUIST EL,P O BOX 68,ALIEF,77411,HOUSTON,77082,HARRIS COUNTY,4,PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,P O BOX 68,Y,1216
1217,1217,8026,101907,CYPRESS-FAIRBANKS ISD,101907055,HOPPER MIDDLE SCHOOL,7811 FRY RD,CYPRESS,77433,CYPRESS,77433,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,7811 FRY RD,Y,1217
1218,1218,8027,101907,CYPRESS-FAIRBANKS ISD,101907149,WARNER ELEMENTARY SCHOOL,19545 CYPRESS N HOUSTON,CYPRESS,77433,CYPRESS,77433,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19545 CYPRESS N HOUSTON,Y,1218
1219,1219,8028,101907,CYPRESS-FAIRBANKS ISD,101907150,MCFEE ELEMENTARY SCHOOL,19315 PLANTATION COVE LN,KATY,77449,KATY,77449,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19315 PLANTATION COVE LN,Y,1219
1220,1220,8029,101908,DEER PARK ISD,101908109,EARLY CHILDHOOD CENTER,401 GLENMORE,PASADENA,77503,PASADENA,77503,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,401 GLENMORE,Y,1220
1221,1221,8030,101910,GALENA PARK ISD,101910116,SAM HOUSTON EL,4101 E SAM HOUSTON PKWY N,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,4101 E SAM HOUSTON PKWY N,Y,1221
1222,1222,8031,101911,GOOSE CREEK CISD,101911122,VICTORIA WALKER ELEMENTARY,P O BOX 30,BAYTOWN,77522,BAYTOWN,77521,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 30,Y,1222
1223,1223,8032,101912,HOUSTON ISD,101912327,NEW ASPIRATIONS,7055 BEECHNUT,HOUSTON,77074,HOUSTON,77074,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,7055 BEECHNUT,Y,1223
1224,1224,8033,101912,HOUSTON ISD,101912353,SCHOOL AT ST GEORGE PLACE,5430 HIDALGO ST,HOUSTON,77056,HOUSTON,77056,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,5430 HIDALGO ST,Y,1224
1225,1225,8034,101912,HOUSTON ISD,101912396,RAY DAILY ELEMENTARY,12909 BRIAR FOREST,HOUSTON,77077,HOUSTON,77077,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,12909 BRIAR FOREST,Y,1225
1226,1226,8035,101913,HUMBLE ISD,101913013,KINGWOOD PARK H S,4015 WOODLAND HILLS DR,KINGWOOD,77339,KINGWOOD,77339,HARRIS COUNTY,4,09 10,4,0,REGULAR INSTRUCTIONAL,4015 WOODLAND HILLS DR,Y,1226
1227,1227,8036,101913,HUMBLE ISD,101913047,ROSS STERLING MIDDLE SCHOOL,1131 WILSON RD,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,1131 WILSON RD,Y,1227
1228,1228,8037,101913,HUMBLE ISD,101913123,RIVER PINES ELEMENTARY,2400 COLD RIVER DR,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,2400 COLD RIVER DR,Y,1228
1229,1229,8038,101914,KATY ISD,101914128,URSULA STEPHENS ELEMENTARY,6301 S STADIUM LN,KATY,77494,KATY,77449,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,6301 S STADIUM LN,Y,1229
1230,1230,8039,101914,KATY ISD,101914129,WOODCREEK ELEMENTARY,6301 S STADIUM LN,KATY,77494,KATY,77494,HARRIS COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,6301 S STADIUM LN,Y,1230
1231,1231,8040,101916,LA PORTE ISD,101916102,HERITAGE ELEMENTARY,1002 SAN JACINTO,LA PORTE,77571,DEER PARK,77536,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,1002 SAN JACINTO,Y,1231
1232,1232,8041,101917,PASADENA ISD,101917139,CARTER LOMAX MIDDLE SCHOOL,1515 CHERRYBROOK,PASADENA,77502,PASADENA,77504,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1232
1233,1233,8042,101917,PASADENA ISD,101917141,EARNESTEEN MILSTEAD MIDDLE SCHOOL,1515 CHERRYBROOK,PASADENA,77502,HOUSTON,77034,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1233
1234,1234,8043,101919,SPRING ISD,101919003,ANDY DEKANEY H S,16717 ELLA BLVD,HOUSTON,77090,HOUSTON,77073,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,16717 ELLA BLVD,Y,1234
1235,1235,8066,170902,CONROE ISD,170902127,BROADWAY ELEMENTARY,2855 SPRING TRAILS BEND,SPRING,77386,SPRING,77386,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,2855 SPRING TRAILS BEND,Y,1235
1236,1236,8067,170908,NEW CANEY ISD,170908110,SORTERS MILL ELEMENTARY SCHOOL,23300 SORTERS RD,PORTER,77365,PORTER,77365,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,23300 SORTERS RD,Y,1236
1237,1237,8068,170908,NEW CANEY ISD,170908112,NEW CANEY SIXTH GRADE CAMPUS,22784 US HWY 59,PORTER,77365,PORTER,77365,MONTGOMERY COUNTY,6,6,2,0,REGULAR INSTRUCTIONAL,22784 US HWY 59,Y,1237
1238,1238,8099,101833,LA AMISTAD LOVE & LEARNING ACADEMY,101833103,LA AMISTAD LOVE & LEARNING ACADEMY MISSOUR,7860 W FUQUA,MISSOURI CITY,77489,MISSOURI CITY,77489,HARRIS COUNTY,4,PK - 01,1,0,REGULAR INSTRUCTIONAL,7860 W FUQUA,Y,1238
1239,1239,8104,101912,HOUSTON ISD,101912310,SAM HOUSTON MATH SCIENCE AND TECHNOLOGY CE,9400 IRVINGTON,HOUSTON,77076,HOUSTON,77076,HARRIS COUNTY,4,12-Sep,4,0,REGULAR INSTRUCTIONAL,9400 IRVINGTON,Y,1239
1240,1240,8134,101902,ALDINE ISD,101902163,GARCIA-LEZA EC/PRE-K CENTER,5311 E MOUNT HOUSTON RD,HOUSTON,77093,HOUSTON,77093,HARRIS COUNTY,4,EE PK,1,0,REGULAR INSTRUCTIONAL,5311 E MOUNT HOUSTON RD,Y,1240
1241,1241,8135,101907,CYPRESS-FAIRBANKS ISD,101907056,SMITH MIDDLE,19325 CYPRESS N HOUSTON,CYPRESS,77433,CYPRESS,77433,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,19325 CYPRESS N HOUSTON,Y,1241
1242,1242,8136,101912,HOUSTON ISD,101912100,TEXAS CONNECTIONS ACADEMY AT HOUSTON,950 THREADNEEDLE #130,HOUSTON,77079,HOUSTON,77079,HARRIS COUNTY,4,03 04 05 06 07 08 09 10,1,0,REGULAR INSTRUCTIONAL,950 THREADNEEDLE #130,Y,1242
1243,1243,8137,101912,HOUSTON ISD,101912329,HOPE ACADEMY CHARTER SCHOOL,3015 N MACGREGOR WAY,HOUSTON,77004,HOUSTON,77004,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,3015 N MACGREGOR WAY,Y,1243
1244,1244,8138,101912,HOUSTON ISD,101912390,ENERGIZED FOR SCIENCE TECHNOLOGY ENGINEERI,6201 BISSONNET,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,6201 BISSONNET,Y,1244
1245,1245,8139,101912,HOUSTON ISD,101912453,VISION ACADEMY,4590 WILMINGTON ST,HOUSTON,77051,HOUSTON,77051,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,4590 WILMINGTON ST,Y,1245
1246,1246,8140,101912,HOUSTON ISD,101912455,ENERGIZED FOR SCIENCE TECHNOLOGY ENGINEERI,6201 BISSONNET,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,6201 BISSONNET,Y,1246
1247,1247,8141,101915,KLEIN ISD,101915126,MUELLER EL,7074 FM 2920,KLEIN,77379,KLEIN,77379,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7074 FM 2920,Y,1247
1248,1248,8142,101917,PASADENA ISD,101917138,SOUTH BELT EL,1515 CHERRYBROOK,PASADENA,77502,HOUSTON,77089,HARRIS COUNTY,4,KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1248
1249,1249,8143,101921,TOMBALL ISD,101921112,CREEKSIDE FOREST EL,221 W MAIN ST,TOMBALL,77375,THE WOODLANDS,77389,HARRIS COUNTY,4,KG 01 02 03 04 05 06,1,0,REGULAR INSTRUCTIONAL,221 W MAIN ST,Y,1249
1250,1250,8158,170902,CONROE ISD,170902126,WILKINSON EL,2575 ED KHARBAT,CONROE,77301,CONROE,77301,MONTGOMERY COUNTY,6,EE PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,2575 ED KHARBAT,Y,1250
